    Angle		   RCS(dBm^2)
  141.0000	   -0.2273
  142.0000	    0.6937
  143.0000	    1.4181
  144.0000	    1.9170
  145.0000	    2.1943
  146.0000	    2.2627
  147.0000	    2.1349
  148.0000	    1.8216
  149.0000	    1.3311
  150.0000	    0.6713
  151.0000	   -0.1484
  152.0000	   -1.1093
  153.0000	   -2.1732
  154.0000	   -3.2623
  155.0000	   -4.2378
  156.0000	   -4.9088
  157.0000	   -5.1199
  158.0000	   -4.8711
  159.0000	   -4.3155
  160.0000	   -3.6369
  161.0000	   -2.9655
  162.0000	   -2.3704
  163.0000	   -1.8817
  164.0000	   -1.5086
  165.0000	   -1.2512
  166.0000	   -1.1059
  167.0000	   -1.0684
  168.0000	   -1.1344
  169.0000	   -1.3004
  170.0000	   -1.5634
  171.0000	   -1.9208
  172.0000	   -2.3695
  173.0000	   -2.9046
  174.0000	   -3.5170
  175.0000	   -4.1895
  176.0000	   -4.8910
  177.0000	   -5.5691
  178.0000	   -6.1454
  179.0000	   -6.5245
  180.0000	   -6.6245
  181.0000	   -6.4200
  182.0000	   -5.9580
  183.0000	   -5.3293
  184.0000	   -4.6262
  185.0000	   -3.9190
  186.0000	   -3.2527
  187.0000	   -2.6532
  188.0000	   -2.1346
  189.0000	   -1.7044
  190.0000	   -1.3667
  191.0000	   -1.1244
  192.0000	   -0.9801
  193.0000	   -0.9369
  194.0000	   -0.9985
  195.0000	   -1.1693
  196.0000	   -1.4538
  197.0000	   -1.8552
  198.0000	   -2.3717
  199.0000	   -2.9908
  200.0000	   -3.6754
  201.0000	   -4.3436
  202.0000	   -4.8495
  203.0000	   -5.0048
  204.0000	   -4.6822
  205.0000	   -3.9241
  206.0000	   -2.9073
  207.0000	   -1.8153
  208.0000	   -0.7717
  209.0000	    0.1572
  210.0000	    0.9391
  211.0000	    1.5590
  212.0000	    2.0079
  213.0000	    2.2786
  214.0000	    2.3622
  215.0000	    2.2474
  216.0000	    1.9208
  217.0000	    1.3694
  218.0000	    0.5910
  219.0000	   -0.3782
  220.0000	   -1.3947
  221.0000	   -2.1086
  222.0000	   -2.0454
  223.0000	   -1.0993
  224.0000	    0.3131
  225.0000	    1.7550
  226.0000	    3.0077
  227.0000	    3.9955
  228.0000	    4.6987
  229.0000	    5.1138
  230.0000	    5.2388
  231.0000	    5.0704
  232.0000	    4.6087
  233.0000	    3.8753
  234.0000	    2.9624
  235.0000	    2.1276
  236.0000	    1.8358
  237.0000	    2.4189
  238.0000	    3.6416
  239.0000	    5.0178
  240.0000	    6.2392
  241.0000	    7.1852
  242.0000	    7.8231
  243.0000	    8.1515
  244.0000	    8.1813
  245.0000	    7.9347
  246.0000	    7.4611
  247.0000	    6.8680
  248.0000	    6.3585
  249.0000	    6.2052
  250.0000	    6.5724
  251.0000	    7.3524
  252.0000	    8.2809
  253.0000	    9.1394
  254.0000	    9.8109
  255.0000	   10.2495
  256.0000	   10.4474
  257.0000	   10.4191
  258.0000	   10.1996
  259.0000	    9.8502
  260.0000	    9.4685
  261.0000	    9.1830
  262.0000	    9.1153
  263.0000	    9.3146
  264.0000	    9.7271
  265.0000	   10.2385
  266.0000	   10.7384
  267.0000	   11.1511
  268.0000	   11.4364
  269.0000	   11.5786
  270.0000	   11.5782
  271.0000	   11.4461
  272.0000	   11.2026
  273.0000	   10.8776
  274.0000	   10.5123
  275.0000	   10.1588
  276.0000	    9.8746
  277.0000	    9.7105
  278.0000	    9.6936
  279.0000	    9.8170
  280.0000	   10.0457
  281.0000	   10.3312
  282.0000	   10.6275
  283.0000	   10.8998
  284.0000	   11.1257
  285.0000	   11.2937
  286.0000	   11.3998
  287.0000	   11.4443
  288.0000	   11.4301
  289.0000	   11.3604
  290.0000	   11.2378
  291.0000	   11.0638
  292.0000	   10.8389
  293.0000	   10.5628
  294.0000	   10.2354
  295.0000	    9.8572
  296.0000	    9.4301
  297.0000	    8.9574
  298.0000	    8.4440
  299.0000	    7.8959
  300.0000	    7.3196
  301.0000	    6.7211
  302.0000	    6.1051
  303.0000	    5.4747
  304.0000	    4.8315
  305.0000	    4.1758
  306.0000	    3.5077
  307.0000	    2.8285
  308.0000	    2.1412
  309.0000	    1.4511
  310.0000	    0.7654
  311.0000	    0.0923
  312.0000	   -0.5601
  313.0000	   -1.1858
  314.0000	   -1.7816
  315.0000	   -2.3476
  316.0000	   -2.8859
  317.0000	   -3.4000
  318.0000	   -3.8928
  319.0000	   -4.3659
  320.0000	   -4.8198
  321.0000	   -5.2534
  322.0000	   -5.6661
  323.0000	   -6.0574
  324.0000	   -6.4285
  325.0000	   -6.7816
  326.0000	   -7.1191
  327.0000	   -7.4430
  328.0000	   -7.7530
  329.0000	   -8.0463
  330.0000	   -8.3171
  331.0000	   -8.5570
  332.0000	   -8.7565
  333.0000	   -8.9070
  334.0000	   -9.0031
  335.0000	   -9.0442
  336.0000	   -9.0349
  337.0000	   -8.9846
  338.0000	   -8.9056
  339.0000	   -8.8112
  340.0000	   -8.7140
  341.0000	   -8.6249
  342.0000	   -8.5527
  343.0000	   -8.5037
  344.0000	   -8.4820
  345.0000	   -8.4901
  346.0000	   -8.5288
  347.0000	   -8.5974
  348.0000	   -8.6945
  349.0000	   -8.8174
  350.0000	   -8.9626
  351.0000	   -9.1259
  352.0000	   -9.3018
  353.0000	   -9.4845
  354.0000	   -9.6669
  355.0000	   -9.8419
  356.0000	  -10.0014
  357.0000	  -10.1380
  358.0000	  -10.2445
  359.0000	  -10.3152
