    Angle		   RCS(dBm^2)
    0.0000	  	   -10.3463
    1.0000	 	   -10.3362
    2.0000	  	   -10.2860
    3.0000	  	   -10.1991
    4.0000	  	   -10.0811
    5.0000	   	   -9.9387
    6.0000	   	   -9.7797
    7.0000	   	   -9.6118
    8.0000	   	   -9.4426
    9.0000	   	   -9.2790
   10.0000	   -9.1272
   11.0000	   -8.9922
   12.0000	   -8.8782
   13.0000	   -8.7882
   14.0000	   -8.7242
   15.0000	   -8.6868
   16.0000	   -8.6752
   17.0000	   -8.6869
   18.0000	   -8.7179
   19.0000	   -8.7620
   20.0000	   -8.8111
   21.0000	   -8.8555
   22.0000	   -8.8850
   23.0000	   -8.8894
   24.0000	   -8.8608
   25.0000	   -8.7946
   26.0000	   -8.6905
   27.0000	   -8.5531
   28.0000	   -8.3899
   29.0000	   -8.2103
   30.0000	   -8.0229
   31.0000	   -7.8337
   32.0000	   -7.6442
   33.0000	   -7.4507
   34.0000	   -7.2442
   35.0000	   -7.0119
   36.0000	   -6.7391
   37.0000	   -6.4136
   38.0000	   -6.0284
   39.0000	   -5.5847
   40.0000	   -5.0910
   41.0000	   -4.5606
   42.0000	   -4.0077
   43.0000	   -3.4441
   44.0000	   -2.8769
   45.0000	   -2.3074
   46.0000	   -1.7324
   47.0000	   -1.1458
   48.0000	   -0.5411
   49.0000	    0.0861
   50.0000	    0.7368
   51.0000	    1.4076
   52.0000	    2.0921
   53.0000	    2.7826
   54.0000	    3.4713
   55.0000	    4.1521
   56.0000	    4.8210
   57.0000	    5.4753
   58.0000	    6.1135
   59.0000	    6.7339
   60.0000	    7.3339
   61.0000	    7.9099
   62.0000	    8.4571
   63.0000	    8.9700
   64.0000	    9.4432
   65.0000	    9.8721
   66.0000	   10.2529
   67.0000	   10.5835
   68.0000	   10.8629
   69.0000	   11.0906
   70.0000	   11.2665
   71.0000	   11.3902
   72.0000	   11.4604
   73.0000	   11.4749
   74.0000	   11.4309
   75.0000	   11.3262
   76.0000	   11.1607
   77.0000	   10.9387
   78.0000	   10.6716
   79.0000	   10.3812
   80.0000	   10.1009
   81.0000	    9.8751
   82.0000	    9.7502
   83.0000	    9.7603
   84.0000	    9.9125
   85.0000	   10.1814
   86.0000	   10.5187
   87.0000	   10.8685
   88.0000	   11.1800
   89.0000	   11.4124
   90.0000	   11.5363
   91.0000	   11.5316
   92.0000	   11.3879
   93.0000	   11.1054
   94.0000	   10.7008
   95.0000	   10.2147
   96.0000	    9.7218
   97.0000	    9.3289
   98.0000	    9.1436
   99.0000	    9.2137
  100.0000	    9.4900
  101.0000	    9.8558
  102.0000	   10.1880
  103.0000	   10.3925
  104.0000	   10.4095
  105.0000	   10.2049
  106.0000	    9.7652
  107.0000	    9.1000
  108.0000	    8.2577
  109.0000	    7.3565
  110.0000	    6.6102
  111.0000	    6.2670
  112.0000	    6.4192
  113.0000	    6.9059
  114.0000	    7.4681
  115.0000	    7.9118
  116.0000	    8.1325
  117.0000	    8.0816
  118.0000	    7.7369
  119.0000	    7.0895
  120.0000	    6.1453
  121.0000	    4.9471
  122.0000	    3.6320
  123.0000	    2.5184
  124.0000	    2.0507
  125.0000	    2.3855
  126.0000	    3.1863
  127.0000	    4.0360
  128.0000	    4.7055
  129.0000	    5.1100
  130.0000	    5.2276
  131.0000	    5.0565
  132.0000	    4.5985
  133.0000	    3.8549
  134.0000	    2.8311
  135.0000	    1.5531
  136.0000	    0.1135
  137.0000	   -1.2393
  138.0000	   -2.0558
  139.0000	   -1.9880
  140.0000	   -1.2241
